,Header,Description,Time,Label
2001,How the Faithful Voted: Political Alignments &  the Religious Divide in Election 2004,"3:00 – 4:30 p.m. Washington, D.C. Speakers: Michael Barone, Senior Writer, U.S. News & World Report; Co-Author, The Almanac of American Politics E.J. Dionne, Jr., Senior Fellow, The Brookings Institution; Syndicated Columnist, The Washington Post Andrew Kohut, President, Pew Research Center Moderator: Luis Lugo, Director, Pew Forum on Religion & Public Life LUIS LUGO: Good […]",2004-11-17T00:00:00+00:00,transcript
2002,The 2004 National Survey Of Latinos: Politics and Civic Participation,"Candidates, political organizations and the news media are paying greater attention to Latino voters in 2004 than in any previous election year.",2004-07-22T00:00:00+00:00,report
2003,The Hispanic Electorate in 2004,The rapid growth of the Latino population has been a subject of intense public attention since the 2000 Census reported a 58% increase over the 1990 total and later Census Bureau estimates concluded that Hispanics had surpassed African Americans in number.,2004-07-22T00:00:00+00:00,fact sheet
2004,"Latino Labor Report, First Quarter 2004","The “jobless recovery” may have turned around, but gains for Latinos have not been widespread. Immigrant Latinos, especially the most recent arrivals, have captured the most jobs.",2004-06-16T00:00:00+00:00,report
2005,American Jews and the Current Challenges of Church-State Separation,"10:00am-11:30am Washington, D.C. MR. BOB WEINBERG: Friends, we are about to begin the program while you continue to enjoy this delicious luncheon. And the speakers, I’m sure, will be up to the challenge of competing with the clacking of the knives and forks. I’m Bob Weinberg, the president of the American Association of Jewish Lawyers […]",2004-10-19T00:00:00+00:00,transcript
2006,Changing Channels and Crisscrossing Cultures,"Getting the news could be the single most extensive cross-cultural experience for the Hispanic population in America, according to a report issued today the Pew Hispanic Center. A growing number of Hispanics switch between English and Spanish to get the news. Rather than two audiences sharply segmented by language, the survey shows that many more Latinos get at least some of their news in both English and Spanish than in just one language or the other.",2004-04-19T00:00:00+00:00,report
2007,"The Body Politic and the Body of Christ: Candidates, Communion and the Catholic Church","9:00 – 10:30 a.m Washington, D.C. Speakers include: Thomas J. Reese, S.J., Editor-in-Chief, America: The National Catholic Weekly George Weigel, Senior Fellow, Ethics and Public Policy Center Moderator: Luis Lugo, Director, the Pew Forum on Religion & Public Life LUIS LUGO: Good morning. I’m Luis Lugo, and I am the director of the Pew Forum […]",2004-06-23T00:00:00+00:00,transcript
2008,Generational Differences,"This survey brief explores the differences in demographics, attitudes and experiences of first, second and third generation or higher Latinos. It also looks at “generation one and a half,” those Latinos who arrived in the United States before age 10.",2004-03-19T00:00:00+00:00,fact sheet
2009,Assimilation and Language,This survey brief explores the concept of assimilation and the role of language in explaining this process.,2004-03-19T00:00:00+00:00,fact sheet
2010,Assimilation and Language,This survey brief explores the concept of assimilation and the role of language in explaining this process.,2004-03-19T00:00:00+00:00,fact sheet
2011,Bilingualism,This survey brief explores the languages Latinos speak in the United States. A close look is taken at those Latinos who speak both English and Spanish.,2004-03-19T00:00:00+00:00,fact sheet
2012,Global Gender Gaps,By Nicole Speulda and Mary McIntosh,2004-05-13T00:00:00+00:00,report
2013,Global Gender Gaps,By Nicole Speulda and Mary McIntosh,2004-05-13T00:00:00+00:00,report
2014,A Global Generation Gap,Adapting to a New World,2004-02-24T00:00:00+00:00,report
2015,A Global Generation Gap,Adapting to a New World,2004-02-24T00:00:00+00:00,report
2016,"Latino Labor Report, 2003","Latinos experienced substantial gains in the U.S. labor market in 2003. The number of Hispanics added to the employment rolls was twice as high as in 2002, and unemployment eased downward. For the first time since January 2000, Latinos experienced increases in employment that consistently outpaced their population growth in the United States.",2004-02-23T00:00:00+00:00,report
2017,Immigration Data Excerpts,"In light of President George W. Bush's January 7, 2004 announcement of a new immigration initiative, the Pew Hispanic Center provided information about attitudes towards immigrant and immigration policy, and estimates of the size of the undocumented population in the United States. Sources for the data are the National Survey of Latinos, conducted in 2002 jointly by the Pew Hispanic Center and the Kaiser Family Foundation, and the Center's March 2002 report entitled “How Many Undocumented: The Numbers Behind the U.S.-Mexico Migration Talk.”",2004-01-07T00:00:00+00:00,report
2018,Pew Hispanic Center/Kaiser Family Foundation National Survey of Latinos,"I. Overview Methodology The Pew Hispanic Center/Henry J. Kaiser Family Foundation National Survey of Latinos: Education was conducted by telephone between August 7 and October 15, 2003 among a nationally representative sample of 3,421 adults, 18 years and older, who were selected at random. Representatives of the Pew Hispanic Center and The Kaiser Family Foundation […]",2004-01-26T00:00:00+00:00,fact sheet
2019,Democratic Candidates Face Southern Voters,"Southern Democrats More Culturally Conservative, Not So Different Otherwise",2004-01-30T00:00:00+00:00,report
2020,Remittance Senders And Receivers,"Across the United States some six million immigrants from Latin America now send money to their families back home on a regular basis. The number of senders and the sums they dispatched grew even when the U.S. economy slowed, and looking to the future, the growth seems likely to continue and potentially to accelerate. The total remittance flow from the United States to Latin America and the Caribbean could come close to $30 billion this year, making it by far the largest single remittance channel in the world.",2003-11-24T00:00:00+00:00,report
